text,action,device
"please reduce music for me That house is small, but its big enough for us.",DECREASE,MUSIC
could you The laptop light was the only one light on the room. please,NONE,NONE
"alright make lower ventilator now If you dont shut up, I will turn this car around.",DECREASE,FAN
hey what is the weather,NONE,NONE
ok His mom was so upset that he knew he couldnt tell her the truth. thanks,NONE,NONE
You cant have your cake and eat it too. uh bro turn down my ceiling fan for me,DECREASE,FAN
please do you um know how to cook dinner thanks,NONE,NONE
please i want to open the door now,NONE,NONE
would uh you lower the screen please I have 10 hair straighteners.,DECREASE,TV
She had to start saving in October so she could afford to buy Christmas presents for all her family and friends. shut down all the music right now,DISABLE,MUSIC
I found a gold coin on the playground after school today. decrease my air conditioner for me,DECREASE,AC
ok shut down my air fan right now Its rare to find big yards in Japan.,DISABLE,FAN
would uh you switch off hvac thanks I feel like I am going to pass out.,DISABLE,AC
could you Mary enjoys cooking. please,NONE,NONE
I go back to bedroom. ok make lower uh the music right now,DECREASE,MUSIC
"please She had strange, green and purple eyes. please",NONE,NONE
i am tired yo shut down all the playlist for me,DISABLE,MUSIC
alright switch on all the room light please You had me worried for a moment.,ENABLE,LIGHTS
Youll move more than before. would uh you turn up all the music,INCREASE,MUSIC
Could you tell me the way to the station? yo up my sound system now,INCREASE,MUSIC
alright power down all the bedside lamp now,DISABLE,LIGHTS
hey turn down my screen please,DECREASE,TV
The volume was up too high on the television. can you start the playlist for me,ENABLE,MUSIC
The kid had made it his mission to pee in every pool he swam in. would like you im hot right now,DECREASE,AC
Blood is thicker than water. would you down all like the air conditioner for me,DECREASE,AC
power on all uh the playlist now,ENABLE,MUSIC
Did you hear about the new animal discovered in Ecuador? ok up air conditioning now,INCREASE,AC
could you what is the tablet please,NONE,NONE
Well put you on the list. dim the lights for me,DECREASE,LIGHTS
Do you recognize this woman? thanks,NONE,NONE
like could you off my hvac now,DISABLE,AC
"could you turn up um my aircon She ate a sandwich for lunch which contained turkey, cheddar cheese, and slices of strawberries.",INCREASE,AC
turn on all the ceiling fan now,ENABLE,FAN
could you switch off my cooler uh right now,DISABLE,AC
switch off the tv I want to be done with this.,DISABLE,TV
yo um turn off all the ceiling fan right now,DISABLE,FAN
cup like is not working,NONE,NONE
um could you boost my light thanks,INCREASE,LIGHTS
"could you You connect with nature, and whether you plant flowers or vegetables, you get great satisfaction once the fruits of your labor start appearing.",NONE,NONE
"could you I wanted a little more than that, to be perfectly honest, Trevor. for me",NONE,NONE
ok time is not working please,NONE,NONE
can you reduce the television thanks The man was busted for theft.,DECREASE,TV
would you i want to run please,NONE,NONE
I can see you. bro turn down my light for me,DECREASE,LIGHTS
alright stop my sound system please,DISABLE,MUSIC
bro turn up the um smart tv please I only like certain brands of clothes.,INCREASE,TV
please enable um the music please,ENABLE,MUSIC
power off all the like smart tv now,DISABLE,TV
bro shut down my television right now He was married to a friend of mine.,DISABLE,TV
yo increase uh all the screen please She was miserable the entire time she was pregnant.,INCREASE,TV
"ok On top of all that, her parents told her yesterday that they were getting a divorce. please",NONE,NONE
would you make higher all the light now The security is the safest around.,INCREASE,LIGHTS
"please raise um my ac right now In Australia, there is a store called PieFace which sells meat pies with smiley faces on them.",INCREASE,AC
hey like power up the television,ENABLE,TV
He wanted to wear lipstick but the lipstick was expired. can you turn off the air like conditioner,DISABLE,AC
yo up all the lights thanks Nikita is a perfectly respectable businessman.,INCREASE,LIGHTS
My big sister washes her hair every morning. can you turn up all the air fan please,INCREASE,FAN
It will definitely happen sometime in the future. ok start all the lamp please,ENABLE,LIGHTS
This will make a real difference. like alright on room light thanks,ENABLE,LIGHTS
This problem is much bigger than we thought. yo turn on um my cooler,ENABLE,AC
hey lower all the screen please,DECREASE,TV
Would you like a drink of my smoothie? yo decrease all the smart um tv now,DECREASE,TV
yo um decrease room light right now,DECREASE,LIGHTS
ok up my aircon now We have a juice bar.,INCREASE,AC
He has a nice sum of money put away. can you uh boost my cooler please,INCREASE,AC
Her great-great-great grandfather was an outlaw in the Old West. alright disable my bedside lamp,DISABLE,LIGHTS
"Get away from me, you slimy little worm! ok power down all the sound system right now",DISABLE,MUSIC
yo increase the um ceiling fan for me,INCREASE,FAN
"hey She liked Dune, but it didnt pass the Bechdel Test. for me",NONE,NONE
Kens uncle has a chicken farm. boost light please,INCREASE,LIGHTS
can you its too um dim for me,INCREASE,LIGHTS
You had me worried for a moment. please its hot please,DECREASE,AC
Has she texted you back yet? thanks,NONE,NONE
The man looked at her strangely through the window. could you power on my sound system please,ENABLE,MUSIC
"There were four people playing the game: her, her boyfriend, her boyfriends roommate, Steve, and Steves girlfriend, Cara. would you power off all the spotify",DISABLE,MUSIC
please Everything will be okay in the end.,NONE,NONE
"alright Show me your rates, please. right now",NONE,NONE
please its too bright um please She found the necklace in a safe at the bottom of her parents closet.,DECREASE,LIGHTS
please I only like certain brands of clothes.,NONE,NONE
I made a list. uh please turn down my spotify please,DECREASE,MUSIC
"She waited all day for her boss to call, but heard nothing. would you make higher my bulb now",INCREASE,LIGHTS
can you switch on all the tv right now,ENABLE,TV
"ok When you enter a room, smile and say hello. for me",NONE,NONE
yo turn up ceiling fan now,INCREASE,FAN
hello bro um make higher the aircon now,INCREASE,AC
bro do you know how to open the door right now,NONE,NONE
like ok disable all the fan now The kid had made it his mission to pee in every pool he swam in.,DISABLE,FAN
ok lower all the bulb for me Its easier to clean with disposable dishes.,DECREASE,LIGHTS
What do you like to do with other people? yo reduce like all the cooler thanks,DECREASE,AC
"alright She didnt drink, but she didnt want people to realize that, so she ordered a ginger ale at the bar.",NONE,NONE
yo She had a hard time guessing what women were nannies and which ones were mothers themselves. thanks,NONE,NONE
"hey If you dont shut up, I will turn this car around. now",NONE,NONE
hey Tom doesnt want to make a big deal out of it.,NONE,NONE
yo She constantly thought she was one mistake away from being fired. please,NONE,NONE
would you Its not the end of the world. now,NONE,NONE
hey activate all the smart tv for me,ENABLE,TV
yo uh i want to sleep,NONE,NONE
alright The kid had made it his mission to pee in every pool he swam in. now,NONE,NONE
time is not working right now,NONE,NONE
"its too like hot Once you join me, we can go visit the aquarium at the mall.",DECREASE,AC
could you You can make ice cream. right now,NONE,NONE
can you dim the lights,DECREASE,LIGHTS
Did you open the door? bro raise like my aircon now,INCREASE,AC
They made crispy chicken. turn down the like lighting,DECREASE,LIGHTS
yo power down music for me,DISABLE,MUSIC
ok what is the score,NONE,NONE
can you switch off my light um right now It took quite a while.,DISABLE,LIGHTS
We have been waiting for this for awhile. hey turn down screen thanks,DECREASE,TV
Its much bigger than I thought it would be. would you power up my air fan like for me,ENABLE,FAN
ok power up all the ac now,ENABLE,AC
bro I am completely drunk. please,NONE,NONE
yo You cant have your cake and eat it too. right now,NONE,NONE
Well put you on the list. ok shut down like all the air conditioner now,DISABLE,AC
ok I have 10 hair straighteners. for me,NONE,NONE
hey reduce like all the air fan thanks I check off each task on my list as soon as I complete it.,DECREASE,FAN
alright There is a big stack of mail on the table. now,NONE,NONE
"would you She wished she had the budget to buy take-out, because she really wanted Thai food. please",NONE,NONE
yo The baby was so cute but she was crying so loud I had to plug my ears. right now,NONE,NONE
please reduce my air fan now,DECREASE,FAN
can you uh stop bulb now,DISABLE,LIGHTS
would you news is not working please,NONE,NONE
could you lower my audio uh right now,DECREASE,MUSIC
yo Im going to Lollapalooza. for me,NONE,NONE
please um do you know how to cook dinner now,NONE,NONE
hey raise the um ventilator thanks Thats the biggest grasshopper Ive ever seen.,INCREASE,FAN
You have to take the good with the bad. hey turn on the speaker for me,ENABLE,MUSIC
would you power down all the light for me Being the last male on my dads side of the family has its perks.,DISABLE,LIGHTS
"She liked Dune, but it didnt pass the Bechdel Test. please power down the television thanks",DISABLE,TV
Thats a wrap for me. would like you increase my lighting right now,INCREASE,LIGHTS
You had me worried for a moment. alright turn up my air fan right now,INCREASE,FAN
could you We can go to lunch. please,NONE,NONE
bro increase my air conditioner please,INCREASE,AC
hey My favorite one smells like roses.,NONE,NONE
would you This weekend is going to be the best weekend ever. please,NONE,NONE
please activate the audio please,ENABLE,MUSIC
please power off ac please,DISABLE,AC
"ok In Hong Kong, everyone lives stacked together. right now",NONE,NONE
can you raise bedside lamp right now He needed thirteen stitches.,INCREASE,LIGHTS
would you do you know how to uh send a message now,NONE,NONE
can um you reduce all the ac please,DECREASE,AC
can you Those apples are very red. please,NONE,NONE
"When you sit down for a long time, it hurts. yo turn up fan",INCREASE,FAN
"ok raise like the lighting thanks Once you join me, we can go visit the aquarium at the mall.",INCREASE,LIGHTS
You guys can leave whenever you want. would you turn up fan now,INCREASE,FAN
can you Everything will be okay in the end. now,NONE,NONE
alright switch um off all the lighting,DISABLE,LIGHTS
Toms house is at least twice as big as mine. alright make lower all the speaker thanks,DECREASE,MUSIC
yo tell me a game uh thanks,NONE,NONE
hey Do you recognize this woman?,NONE,NONE
yo The bully at school was mean to everyone except me. for me,NONE,NONE
Its four a.m. and both of us would rather be asleep. please turn down my speaker,DECREASE,MUSIC
I feel like I am going to pass out. right now,NONE,NONE
turn off the television now,DISABLE,TV
bro stop my um ceiling light for me,DISABLE,LIGHTS
bro I want racecars to be legal for average people. please,NONE,NONE
alright Who do they believe you are?,NONE,NONE
ok make higher all the speaker please A big fire broke out after the earthquake.,INCREASE,MUSIC
can you how do i dance thanks,NONE,NONE
She was miserable the entire time she was pregnant. please make it warmer right now,INCREASE,AC
